,Country,EdLevel,YearsCodePro,Age,Gender,Salary
8952,Poland,Bachelor's Degree,4.0,30.0,Man,45562.0
8955,United Kingdom of Great Britain and Northern Ireland,Bachelor's Degree,10.0,30.0,Man,46533.0
8956,Czech Republic,Bachelor's Degree,7.0,30.0,Man,18192.0
8962,Australia,Bachelor's Degree,15.0,50.0,Man,83512.0
8965,Australia,Bachelor's Degree,15.0,30.0,Man,126938.0
8968,Germany,Bachelor's Degree,0.5,20.0,Man,36753.0
8970,Australia,Bachelor's Degree,9.0,30.0,Man,40300.0
8971,United Kingdom of Great Britain and Northern Ireland,Master's Degree,26.0,50.0,Man,77556.0
8975,United States of America,Bachelor's Degree,8.0,50.0,Man,130000.0
8978,Estonia,Less than a Bachelor's Degree,21.0,40.0,Man,75669.0
8979,Germany,Less than a Bachelor's Degree,30.0,50.0,Man,124313.0
8980,Argentina,Less than a Bachelor's Degree,11.0,30.0,Man,97308.0
8986,United States of America,Bachelor's Degree,3.0,30.0,Man,90000.0
8990,United States of America,Bachelor's Degree,5.0,30.0,Man,114000.0
8991,New Zealand,Less than a Bachelor's Degree,8.0,30.0,Man,57501.0
8994,United States of America,Bachelor's Degree,2.0,20.0,Man,57000.0
9000,United States of America,Bachelor's Degree,5.0,30.0,Man,117000.0
9003,Egypt,Bachelor's Degree,3.0,30.0,Man,21072.0
9009,United States of America,Less than a Bachelor's Degree,15.0,50.0,Man,112000.0
9023,Japan,Bachelor's Degree,3.0,30.0,Man,31296.0
9030,New Zealand,Master's Degree,8.792445560306254,30.0,Man,99029.0
9031,United Kingdom of Great Britain and Northern Ireland,Bachelor's Degree,5.0,30.0,Man,58167.0
9033,United Kingdom of Great Britain and Northern Ireland,Doctoral Degree,8.0,30.0,Man,85311.0
9042,Canada,Less than a Bachelor's Degree,4.0,20.0,Man,62925.0
9044,South Korea,Less than a Bachelor's Degree,3.0,20.0,Man,18444.0
9050,El Salvador,Master's Degree,6.0,30.0,Man,27600.0
9052,United States of America,Bachelor's Degree,1.0,20.0,Man,105000.0
9058,United States of America,Bachelor's Degree,2.0,20.0,Man,124000.0
9061,United States of America,Less than a Bachelor's Degree,30.0,50.0,Man,140000.0
9064,United States of America,Master's Degree,6.0,30.0,Man,92000.0
9065,Japan,Bachelor's Degree,2.0,20.0,Woman,43920.0
9068,United States of America,Bachelor's Degree,8.0,20.0,Man,115000.0
9074,Australia,Less than a Bachelor's Degree,5.0,30.0,Man,46767.0
9077,Brazil,Bachelor's Degree,10.0,30.0,Man,19512.0
9080,United States of America,Bachelor's Degree,25.0,50.0,Man,140000.0
9081,United States of America,Master's Degree,20.0,40.0,Man,95000.0
9082,United Kingdom of Great Britain and Northern Ireland,Master's Degree,23.0,50.0,Man,135722.0
9084,United States of America,Master's Degree,40.0,60.0,Man,100000.0
9089,United States of America,Bachelor's Degree,3.0,30.0,Man,80000.0
9094,Cuba,Bachelor's Degree,7.0,30.0,Man,14268.0
9098,United States of America,Bachelor's Degree,22.0,50.0,Man,129800.0
9100,United States of America,Bachelor's Degree,16.0,40.0,Man,104000.0
9103,New Zealand,Master's Degree,10.0,50.0,Man,84974.0
9107,United States of America,Less than a Bachelor's Degree,18.0,40.0,Man,135000.0
9116,United States of America,Master's Degree,8.792445560306254,40.0,Man,112000.0
9120,United States of America,Master's Degree,5.0,40.0,Man,118000.0
9122,Australia,Bachelor's Degree,4.0,40.0,Man,27264.0
9125,Canada,Master's Degree,3.0,30.0,Man,97564.0
9126,Germany,Bachelor's Degree,5.0,20.0,Man,75669.0
9127,Malaysia,Bachelor's Degree,5.0,30.0,Man,13836.0
9128,France,Master's Degree,16.0,40.0,Man,73507.0
9131,Australia,Bachelor's Degree,2.0,20.0,Man,43426.0
9136,India,Bachelor's Degree,9.0,30.0,Man,80978.0
9142,United States of America,Bachelor's Degree,6.0,30.0,Man,104000.0
9144,United Kingdom of Great Britain and Northern Ireland,Bachelor's Degree,2.0,30.0,Man,38778.0
9146,United States of America,Master's Degree,4.0,30.0,Man,86000.0
9151,United States of America,Bachelor's Degree,27.0,50.0,Man,59000.0
9153,Brazil,Bachelor's Degree,5.0,30.0,Man,38484.0
9154,New Zealand,Bachelor's Degree,12.0,30.0,Man,63890.0
9158,Spain,Master's Degree,8.0,30.0,Man,59454.0
9159,New Zealand,Bachelor's Degree,4.0,30.0,Man,46640.0
9163,United States of America,Bachelor's Degree,3.0,20.0,Man,54000.0
9164,United States of America,Bachelor's Degree,5.0,30.0,Man,123000.0
9170,Australia,Bachelor's Degree,15.0,40.0,Man,100214.0
9172,Australia,Bachelor's Degree,16.0,40.0,Man,110236.0
9173,Australia,Bachelor's Degree,10.0,30.0,Man,47520.0
9174,Portugal,Bachelor's Degree,2.0,20.0,Man,32429.0
9176,United States of America,Bachelor's Degree,13.0,40.0,Man,101700.0
9181,Brazil,Bachelor's Degree,7.0,30.0,Man,85494.0
9184,Poland,Bachelor's Degree,2.0,20.0,Man,18228.0
9188,Egypt,Bachelor's Degree,2.0,30.0,Man,15384.0
9190,Peru,Less than a Bachelor's Degree,9.0,30.0,Man,21288.0
9194,United States of America,Bachelor's Degree,3.0,30.0,Man,100000.0
9195,Australia,Less than a Bachelor's Degree,10.0,40.0,Man,63469.0
9196,United States of America,Bachelor's Degree,1.0,20.0,Man,75000.0
9199,Turkey,Bachelor's Degree,3.0,30.0,Man,17748.0
9200,New Zealand,Less than a Bachelor's Degree,5.0,20.0,Man,52230.0
9203,Canada,Less than a Bachelor's Degree,5.0,20.0,Man,20800.0
9207,Canada,Less than a Bachelor's Degree,4.0,20.0,Man,72612.0
9215,United States of America,Bachelor's Degree,8.0,30.0,Man,112000.0
9216,Australia,Master's Degree,15.0,40.0,Man,66810.0
9223,South Africa,Less than a Bachelor's Degree,14.0,40.0,Man,39624.0
9233,Australia,Bachelor's Degree,5.0,30.0,Man,73491.0
9236,Norway,Master's Degree,11.0,40.0,Man,118685.0
9248,United States of America,Less than a Bachelor's Degree,10.0,50.0,Man,107000.0
9249,Brazil,Less than a Bachelor's Degree,28.0,50.0,Man,60480.0
9255,United States of America,Bachelor's Degree,1.0,20.0,Man,86400.0
9259,Canada,Bachelor's Degree,8.0,30.0,Man,99833.0
9260,Poland,Master's Degree,12.0,30.0,Man,91128.0
9264,France,Master's Degree,4.0,30.0,Man,43239.0
9266,South Korea,Less than a Bachelor's Degree,1.0,20.0,Man,20121.0
9270,France,Bachelor's Degree,8.0,30.0,Man,59454.0
9271,United States of America,Bachelor's Degree,3.0,20.0,Man,60000.0
9272,United States of America,Bachelor's Degree,6.0,30.0,Man,110000.0
9273,France,Bachelor's Degree,8.0,30.0,Man,54049.0
9274,United States of America,Bachelor's Degree,12.0,40.0,Man,120000.0
9276,Canada,Bachelor's Degree,9.0,30.0,Man,54833.0
9277,Singapore,Bachelor's Degree,0.5,20.0,Man,65261.0
9280,Netherlands,Less than a Bachelor's Degree,16.0,40.0,Man,77831.0
9281,Russian Federation,Master's Degree,5.0,30.0,Man,42468.0
9287,Austria,Master's Degree,13.0,40.0,Man,86478.0
9289,Japan,Master's Degree,6.0,30.0,Man,50900.0
9290,Japan,Bachelor's Degree,10.0,30.0,Man,53957.0
9291,Russian Federation,Master's Degree,16.0,40.0,Man,55104.0
9292,Australia,Bachelor's Degree,50.0,65.0,Man,41422.0
9297,United States of America,Bachelor's Degree,20.0,40.0,Man,135000.0
9299,Australia,Less than a Bachelor's Degree,6.0,30.0,Man,56788.0
9302,Australia,Bachelor's Degree,7.0,30.0,Man,60129.0
9307,Thailand,Bachelor's Degree,23.0,50.0,Man,30744.0
9308,New Zealand,Bachelor's Degree,22.0,50.0,Man,79862.0
9314,United States of America,Doctoral Degree,2.0,30.0,Man,70000.0
9316,United States of America,Bachelor's Degree,3.0,30.0,Man,90000.0
9317,New Zealand,Bachelor's Degree,35.0,50.0,Man,115002.0
9319,United States of America,Less than a Bachelor's Degree,5.0,40.0,Man,120000.0
9320,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor's Degree,3.0,20.0,Man,24559.0
9323,United States of America,Bachelor's Degree,2.0,20.0,Man,87000.0
9325,Australia,Bachelor's Degree,12.0,40.0,Man,140300.0
9326,Australia,Bachelor's Degree,3.0,30.0,Man,51443.0
9328,Sweden,Less than a Bachelor's Degree,18.0,30.0,Man,135000.0
9331,Australia,Bachelor's Degree,3.0,20.0,Man,71486.0
9340,United States of America,Bachelor's Degree,5.0,30.0,Man,100000.0
9341,United Kingdom of Great Britain and Northern Ireland,Doctoral Degree,15.0,50.0,Woman,71093.0
9342,India,Bachelor's Degree,0.5,20.0,Man,16817.0
9347,United States of America,Bachelor's Degree,6.0,40.0,Man,130000.0
9348,United States of America,Bachelor's Degree,2.0,20.0,Man,55000.0
9349,Iceland,Bachelor's Degree,10.0,30.0,Man,94068.0
9352,Australia,Bachelor's Degree,24.0,50.0,Man,74827.0
9356,Australia,Master's Degree,6.0,30.0,Man,117585.0
9357,Costa Rica,Bachelor's Degree,4.0,30.0,Man,38772.0
9358,Australia,Less than a Bachelor's Degree,5.0,30.0,Man,50775.0
9360,Germany,Bachelor's Degree,5.0,30.0,Man,42158.0
9366,Japan,Bachelor's Degree,10.0,50.0,Man,53952.0
9367,Canada,Doctoral Degree,4.0,30.0,Man,31765.0
9377,Turkey,Less than a Bachelor's Degree,1.0,20.0,Man,24655.0
9380,Australia,Bachelor's Degree,12.0,40.0,Man,43426.0
9382,United States of America,Bachelor's Degree,2.0,20.0,Man,138000.0
9384,Germany,Master's Degree,4.0,30.0,Man,51888.0
9391,Brazil,Less than a Bachelor's Degree,2.0,20.0,Woman,14628.0
9392,United States of America,Bachelor's Degree,7.0,30.0,Man,125000.0
9393,Australia,Bachelor's Degree,5.0,30.0,Man,60797.0
9399,United States of America,Bachelor's Degree,2.0,30.0,Man,100000.0
9403,Australia,Master's Degree,9.0,40.0,Man,60129.0
9405,Australia,Bachelor's Degree,6.0,30.0,Man,87521.0
9406,United States of America,Bachelor's Degree,6.0,40.0,Woman,82000.0
9412,Australia,Bachelor's Degree,5.0,30.0,Man,60129.0
9413,Brazil,Bachelor's Degree,20.0,40.0,Man,41232.0
9414,United States of America,Doctoral Degree,8.0,30.0,Man,100000.0
9415,United States of America,Bachelor's Degree,13.0,40.0,Man,110000.0
9416,Brazil,Bachelor's Degree,6.0,20.0,Man,41232.0
9417,United States of America,Master's Degree,7.0,30.0,Man,70000.0
9419,Norway,Bachelor's Degree,22.0,50.0,Man,96156.0
9420,Spain,Doctoral Degree,2.0,20.0,Man,43239.0
9423,United States of America,Bachelor's Degree,1.0,20.0,Man,78000.0
9429,Japan,Master's Degree,25.0,50.0,Man,97128.0
9430,Canada,Bachelor's Degree,3.0,20.0,Man,56723.0
9435,United States of America,Bachelor's Degree,10.0,40.0,Man,135000.0
9436,United States of America,Bachelor's Degree,2.0,40.0,Man,75000.0
9438,United States of America,Master's Degree,0.5,30.0,Woman,63000.0
9440,New Zealand,Master's Degree,8.792445560306254,30.0,Man,41528.0
9441,Australia,Bachelor's Degree,2.0,30.0,Man,73491.0
9445,Australia,Bachelor's Degree,30.0,60.0,Man,80840.0
9450,New Zealand,Bachelor's Degree,3.0,30.0,Man,51112.0
9457,United States of America,Bachelor's Degree,8.0,30.0,Man,130000.0
9462,United States of America,Bachelor's Degree,20.0,40.0,Man,120000.0
9463,Australia,Less than a Bachelor's Degree,18.0,40.0,Man,86853.0
9465,Australia,Master's Degree,5.0,30.0,Man,62133.0
9467,United States of America,Bachelor's Degree,1.0,20.0,Woman,90000.0
9468,Australia,Bachelor's Degree,1.0,30.0,Man,126938.0
9472,Canada,Bachelor's Degree,2.0,30.0,Man,78657.0
9473,United States of America,Less than a Bachelor's Degree,20.0,40.0,Man,124350.0
9476,"Iran, Islamic Republic of...",Bachelor's Degree,17.0,30.0,Man,28500.0
9478,United States of America,Bachelor's Degree,6.0,30.0,Man,100000.0
9479,United States of America,Bachelor's Degree,6.0,30.0,Man,120000.0
9484,United States of America,Bachelor's Degree,7.0,30.0,Man,110000.0
9486,Germany,Less than a Bachelor's Degree,4.0,20.0,Man,34591.0
9488,United States of America,Bachelor's Degree,3.0,20.0,Man,85000.0
9489,Brazil,Less than a Bachelor's Degree,5.0,30.0,Man,49476.0
9490,United States of America,Bachelor's Degree,1.0,20.0,Man,69000.0
9492,United States of America,Bachelor's Degree,3.0,20.0,Man,52000.0
9496,France,Master's Degree,4.0,30.0,Man,42158.0
9498,Canada,Bachelor's Degree,10.0,30.0,Woman,83194.0
9501,United States of America,Bachelor's Degree,6.0,20.0,Man,115000.0
9502,United States of America,Bachelor's Degree,9.0,50.0,Man,105000.0
9503,Mexico,Less than a Bachelor's Degree,10.0,30.0,Man,35556.0
9511,United States of America,Bachelor's Degree,2.0,30.0,Man,100000.0
9513,Canada,Bachelor's Degree,2.0,20.0,Man,49917.0
9514,Portugal,Master's Degree,0.5,20.0,Man,16212.0
9518,"Iran, Islamic Republic of...",Bachelor's Degree,10.0,30.0,Man,24000.0
9520,South Korea,Bachelor's Degree,4.0,30.0,Man,41919.0
9524,Australia,Bachelor's Degree,24.0,50.0,Man,120257.0
9526,United States of America,Bachelor's Degree,1.0,30.0,Man,50000.0
9529,Australia,Master's Degree,35.0,60.0,Man,120257.0
9531,Japan,Less than a Bachelor's Degree,11.0,30.0,Man,107915.0
9532,United States of America,Bachelor's Degree,5.0,30.0,Man,100800.0
9535,Australia,Bachelor's Degree,13.0,40.0,Man,90327.0
9544,United States of America,Bachelor's Degree,10.0,30.0,Man,99000.0
9549,Australia,Bachelor's Degree,19.0,40.0,Man,70548.0
9550,China,Bachelor's Degree,5.0,30.0,Man,42868.0
9553,Philippines,Less than a Bachelor's Degree,5.0,30.0,Man,86853.0
9557,Canada,Less than a Bachelor's Degree,8.0,30.0,Man,102102.0
9560,Taiwan,Master's Degree,3.0,30.0,Man,31485.0
9565,United States of America,Less than a Bachelor's Degree,5.0,20.0,Man,58000.0
9567,Canada,Less than a Bachelor's Degree,6.0,30.0,Man,48404.0
9573,Canada,Bachelor's Degree,0.5,30.0,Man,31764.0
9576,Brazil,Bachelor's Degree,3.0,30.0,Man,22260.0
9577,Brazil,Bachelor's Degree,10.0,30.0,Man,41232.0
9578,Australia,Doctoral Degree,5.0,20.0,Man,43426.0
9586,Taiwan,Master's Degree,2.0,30.0,Man,43084.0
9587,United States of America,Bachelor's Degree,0.5,20.0,Man,65000.0
9589,Japan,Master's Degree,19.0,50.0,Man,98922.0
9591,New Zealand,Less than a Bachelor's Degree,0.5,30.0,Man,35139.0
9592,Finland,Master's Degree,8.792445560306254,30.0,Man,33732.0
9595,France,Doctoral Degree,4.0,30.0,Man,29832.0
9597,Canada,Bachelor's Degree,3.0,20.0,Man,52186.0
9601,Uzbekistan,Bachelor's Degree,5.0,30.0,Man,16800.0
9605,Brazil,Bachelor's Degree,3.0,20.0,Man,35048.0
9606,Peru,Bachelor's Degree,3.0,20.0,Man,30000.0
9609,Canada,Bachelor's Degree,2.0,20.0,Man,68068.0
9618,United States of America,Bachelor's Degree,2.0,30.0,Man,80000.0
9622,United States of America,Bachelor's Degree,4.0,20.0,Man,68000.0
9623,Japan,Bachelor's Degree,7.0,40.0,Man,62950.0
9624,Canada,Bachelor's Degree,1.0,30.0,Man,37816.0
9625,Brazil,Bachelor's Degree,7.0,30.0,Man,17868.0
9626,Australia,Bachelor's Degree,10.0,30.0,Man,93533.0
9627,Canada,Master's Degree,5.0,30.0,Man,64287.0
9630,Germany,Master's Degree,10.0,30.0,Man,98460.0
9631,United States of America,Bachelor's Degree,4.0,30.0,Man,116000.0
9632,Taiwan,Master's Degree,3.0,30.0,Man,60000.0
9633,Greece,Doctoral Degree,25.0,50.0,Man,64860.0
9634,Australia,Bachelor's Degree,8.0,30.0,Man,61465.0
9638,Canada,Bachelor's Degree,15.0,40.0,Man,136136.0
9640,Canada,Less than a Bachelor's Degree,26.0,50.0,Man,64287.0
9642,Brazil,Bachelor's Degree,0.5,30.0,Man,17040.0
9643,United States of America,Bachelor's Degree,6.0,30.0,Man,125000.0
9645,China,Bachelor's Degree,14.0,40.0,Man,60012.0
9648,United States of America,Bachelor's Degree,7.0,30.0,Man,140000.0
9649,Japan,Bachelor's Degree,4.0,30.0,Man,41004.0
9652,Canada,Bachelor's Degree,10.0,30.0,Man,121010.0
9653,Japan,Bachelor's Degree,6.0,30.0,Man,89929.0
9667,Japan,Master's Degree,15.0,40.0,Man,107915.0
9670,China,Bachelor's Degree,3.0,20.0,Man,20580.0
9671,United States of America,Less than a Bachelor's Degree,8.0,40.0,Man,130000.0
9675,India,Master's Degree,12.0,40.0,Man,25128.0
9677,Australia,Bachelor's Degree,2.0,30.0,Man,43426.0
9680,China,Bachelor's Degree,0.5,20.0,Man,16284.0
9681,Australia,Bachelor's Degree,7.0,40.0,Man,120257.0
9683,Australia,Bachelor's Degree,12.0,40.0,Woman,54784.0
9690,Malaysia,Master's Degree,4.0,30.0,Man,20172.0
9692,United States of America,Bachelor's Degree,3.0,30.0,Man,100000.0
9693,New Zealand,Bachelor's Degree,18.0,40.0,Man,95835.0
9694,Hong Kong (S.A.R.),Doctoral Degree,5.0,30.0,Man,92628.0
9695,Serbia,Bachelor's Degree,6.0,20.0,Man,86262.0
9698,United States of America,Bachelor's Degree,6.0,30.0,Man,128000.0
9699,United States of America,Bachelor's Degree,2.0,30.0,Man,105000.0
9700,India,Bachelor's Degree,6.0,30.0,Man,54451.0
9705,Australia,Bachelor's Degree,2.0,20.0,Man,133619.0
9706,Mexico,Bachelor's Degree,5.0,30.0,Man,24300.0
9707,Brazil,Bachelor's Degree,10.0,40.0,Man,30240.0
9710,United States of America,Bachelor's Degree,11.0,30.0,Man,118000.0
9711,United States of America,Less than a Bachelor's Degree,11.0,30.0,Man,94000.0
9716,United States of America,Bachelor's Degree,8.0,30.0,Man,140000.0
9717,Malaysia,Bachelor's Degree,1.0,20.0,Man,15852.0
9719,Taiwan,Bachelor's Degree,25.0,50.0,Man,35796.0
9722,United States of America,Bachelor's Degree,5.0,30.0,Man,75000.0
9725,Japan,Bachelor's Degree,5.0,30.0,Man,67447.0
9734,United States of America,Bachelor's Degree,5.0,30.0,Man,92500.0
9735,United States of America,Bachelor's Degree,3.0,20.0,Man,133500.0
9738,Australia,Bachelor's Degree,13.0,50.0,Man,93533.0
9739,United States of America,Less than a Bachelor's Degree,6.0,40.0,Man,118000.0
9743,Estonia,Master's Degree,8.0,30.0,Man,98328.0
9746,United States of America,Bachelor's Degree,5.0,30.0,Man,111280.0
9749,United States of America,Bachelor's Degree,1.0,20.0,Man,124000.0
9752,Australia,Bachelor's Degree,2.0,20.0,Man,37948.0
9759,Australia,Less than a Bachelor's Degree,8.0,30.0,Man,90193.0
9760,Australia,Bachelor's Degree,3.0,30.0,Man,60354.0
9763,Canada,Less than a Bachelor's Degree,18.0,40.0,Man,68068.0
9764,"Iran, Islamic Republic of...",Less than a Bachelor's Degree,6.0,20.0,Man,42756.0
9767,Brazil,Less than a Bachelor's Degree,3.0,20.0,Man,24744.0
9771,United States of America,Doctoral Degree,1.0,30.0,Man,140000.0
9772,Germany,Bachelor's Degree,1.0,20.0,Man,57072.0
9775,Australia,Bachelor's Degree,1.0,20.0,Man,39120.0
9777,Canada,Master's Degree,4.0,30.0,Man,65043.0
9778,Australia,Bachelor's Degree,5.0,30.0,Man,57456.0
9784,United States of America,Bachelor's Degree,3.0,30.0,Man,92000.0
9785,Netherlands,Less than a Bachelor's Degree,3.0,30.0,Man,64859.0
9786,Sweden,Master's Degree,12.0,30.0,Man,87144.0
9788,United States of America,Less than a Bachelor's Degree,16.0,30.0,Man,136000.0
9791,United States of America,Doctoral Degree,5.0,30.0,Man,75000.0
9793,Canada,Bachelor's Degree,15.0,40.0,Man,54455.0
9795,United States of America,Master's Degree,7.0,30.0,Man,130000.0
9798,United States of America,Master's Degree,14.0,40.0,Man,130000.0
9799,Canada,Less than a Bachelor's Degree,2.0,20.0,Man,52942.0
9800,Malaysia,Bachelor's Degree,2.0,30.0,Man,14412.0
9812,Australia,Bachelor's Degree,8.0,30.0,Man,66810.0
9813,Canada,Bachelor's Degree,3.0,30.0,Man,52942.0
9814,Brazil,Master's Degree,5.0,40.0,Man,30240.0
9816,United States of America,Less than a Bachelor's Degree,3.0,30.0,Man,85000.0
9819,Australia,Bachelor's Degree,4.0,30.0,Man,66810.0
9822,New Zealand,Bachelor's Degree,5.0,30.0,Man,57501.0
9824,United States of America,Bachelor's Degree,0.5,20.0,Man,140000.0
9825,China,Master's Degree,12.0,40.0,Man,51444.0
9826,United States of America,Bachelor's Degree,3.0,40.0,Man,136000.0
9832,United States of America,Bachelor's Degree,5.0,30.0,Man,100000.0
9834,Australia,Master's Degree,5.0,30.0,Man,73491.0
9835,Brazil,Master's Degree,16.0,30.0,Man,38484.0
9839,United States of America,Bachelor's Degree,1.0,30.0,Man,85000.0
9846,South Korea,Less than a Bachelor's Degree,0.5,20.0,Man,30182.0
9849,Australia,Master's Degree,6.0,30.0,Man,62133.0
9851,New Zealand,Less than a Bachelor's Degree,15.0,40.0,Man,83057.0
9852,Singapore,Master's Degree,8.0,30.0,Man,120480.0
9861,Australia,Doctoral Degree,6.0,30.0,Man,57323.0
9862,United States of America,Less than a Bachelor's Degree,6.0,30.0,Man,80650.0
9863,South Korea,Bachelor's Degree,5.0,40.0,Man,52818.0
9869,Canada,Less than a Bachelor's Degree,7.0,30.0,Man,32600.0
9870,Brazil,Bachelor's Degree,2.0,20.0,Man,13740.0
9871,Canada,Master's Degree,10.0,40.0,Man,98321.0
9876,India,Bachelor's Degree,6.0,30.0,Man,20105.0
9878,Brazil,Less than a Bachelor's Degree,7.0,30.0,Man,24744.0
9882,United States of America,Bachelor's Degree,6.0,20.0,Man,98000.0
9883,United States of America,Master's Degree,4.0,30.0,Man,110000.0
9884,United States of America,Bachelor's Degree,2.0,20.0,Man,110000.0
9887,United States of America,Bachelor's Degree,2.0,30.0,Man,100000.0
9892,Poland,Less than a Bachelor's Degree,15.0,40.0,Man,38880.0
9900,United States of America,Bachelor's Degree,2.0,30.0,Man,85000.0
9903,South Korea,Bachelor's Degree,12.0,40.0,Man,66232.0
9904,Australia,Less than a Bachelor's Degree,8.0,40.0,Man,77772.0
9906,United States of America,Bachelor's Degree,1.0,20.0,Man,105000.0
9907,United States of America,Bachelor's Degree,8.0,40.0,Man,70000.0
9912,France,Bachelor's Degree,26.0,50.0,Man,38915.0
9914,Thailand,Bachelor's Degree,5.0,30.0,Man,28824.0
9919,Mexico,Bachelor's Degree,4.0,20.0,Man,48480.0
9920,United States of America,Less than a Bachelor's Degree,3.0,30.0,Woman,95000.0
9925,Viet Nam,Bachelor's Degree,4.0,40.0,Man,29832.0
9928,United States of America,Less than a Bachelor's Degree,10.0,60.0,Man,75000.0
9933,United States of America,Bachelor's Degree,2.0,20.0,Man,67000.0
9934,United States of America,Bachelor's Degree,7.0,30.0,Man,120000.0
9943,Australia,Bachelor's Degree,32.0,50.0,Man,68146.0
9948,United States of America,Bachelor's Degree,6.0,30.0,Man,80000.0
9963,China,Master's Degree,6.0,30.0,Man,21434.0
9964,India,Master's Degree,19.0,40.0,Man,20100.0
9968,United States of America,Bachelor's Degree,4.0,30.0,Man,95000.0
9971,Japan,Master's Degree,8.0,30.0,Man,58454.0
9973,Canada,Bachelor's Degree,2.0,30.0,Man,86976.0
9978,Armenia,Bachelor's Degree,2.0,30.0,Man,20064.0
9979,United States of America,Bachelor's Degree,4.0,30.0,Man,81000.0
9980,China,Master's Degree,4.0,40.0,Man,34296.0
9985,United States of America,Less than a Bachelor's Degree,9.0,30.0,Man,30900.0
9990,Canada,Less than a Bachelor's Degree,6.0,30.0,Man,74875.0
9991,South Korea,Bachelor's Degree,3.0,30.0,Man,50304.0
9993,Australia,Bachelor's Degree,5.0,20.0,Man,84180.0
9994,Germany,Master's Degree,20.0,40.0,Man,116746.0
9996,Brazil,Bachelor's Degree,11.0,30.0,Man,21996.0
9998,Japan,Bachelor's Degree,3.0,30.0,Man,29676.0
10002,India,Bachelor's Degree,3.0,20.0,Man,19546.0
10003,South Korea,Bachelor's Degree,2.0,30.0,Man,20124.0
10008,Cuba,Bachelor's Degree,6.0,30.0,Man,19452.0
10009,Argentina,Less than a Bachelor's Degree,7.0,30.0,Man,60000.0
10020,Canada,Bachelor's Degree,2.0,20.0,Man,49160.0
10021,Canada,Master's Degree,12.0,40.0,Man,64287.0
10023,Singapore,Less than a Bachelor's Degree,10.0,30.0,Man,86064.0
10024,United States of America,Bachelor's Degree,3.0,30.0,Man,90000.0
10027,Uruguay,Bachelor's Degree,17.0,40.0,Man,63048.0
10029,Indonesia,Bachelor's Degree,19.0,40.0,Man,15804.0
10036,Canada,Less than a Bachelor's Degree,12.0,40.0,Man,79413.0
10039,United States of America,Bachelor's Degree,7.0,30.0,Man,100000.0
10045,United Kingdom of Great Britain and Northern Ireland,Bachelor's Degree,6.0,30.0,Man,61188.0
10047,Mexico,Less than a Bachelor's Degree,9.0,30.0,Man,19392.0
10049,Singapore,Bachelor's Degree,13.0,30.0,Man,100402.0
10054,Canada,Bachelor's Degree,6.0,30.0,Man,75631.0
10055,Taiwan,Bachelor's Degree,3.0,40.0,Man,21876.0
10058,Singapore,Bachelor's Degree,0.5,20.0,Woman,64544.0
10060,Japan,Less than a Bachelor's Degree,7.0,30.0,Man,44965.0
10065,Canada,Bachelor's Degree,8.0,30.0,Man,108909.0
10066,United States of America,Bachelor's Degree,5.0,40.0,Man,137000.0
10067,United States of America,Bachelor's Degree,3.0,30.0,Man,100000.0
10071,United States of America,Bachelor's Degree,3.0,20.0,Man,125000.0
10080,Philippines,Bachelor's Degree,8.0,30.0,Man,15408.0
10085,United States of America,Bachelor's Degree,0.5,20.0,Man,65000.0
10086,India,Bachelor's Degree,5.0,30.0,Man,50268.0
10087,United States of America,Less than a Bachelor's Degree,25.0,40.0,Man,135000.0
10088,United States of America,Bachelor's Degree,3.0,30.0,Man,140000.0
10092,Canada,Less than a Bachelor's Degree,4.0,20.0,Man,47648.0
10095,Taiwan,Master's Degree,11.0,40.0,Man,45404.0
10098,Australia,Doctoral Degree,20.0,40.0,Man,80172.0
10099,United States of America,Bachelor's Degree,4.0,30.0,Man,80000.0
10108,United States of America,Bachelor's Degree,3.0,20.0,Man,45000.0
10114,United States of America,Doctoral Degree,2.0,40.0,Man,70000.0
10116,Hong Kong (S.A.R.),Bachelor's Degree,0.5,20.0,Man,23160.0
10117,United States of America,Bachelor's Degree,8.0,30.0,Man,117000.0
10118,South Africa,Bachelor's Degree,15.0,40.0,Man,53373.0
10119,India,Bachelor's Degree,10.0,30.0,Man,13962.0
10121,Canada,Bachelor's Degree,10.0,30.0,Man,99833.0
10125,Costa Rica,Bachelor's Degree,6.0,30.0,Man,36000.0
10127,United States of America,Master's Degree,5.0,30.0,Man,125000.0
10128,Myanmar,Bachelor's Degree,8.792445560306254,30.0,Man,16548.0
10132,India,Bachelor's Degree,3.0,30.0,Man,22339.0
10133,Canada,Master's Degree,30.0,60.0,Man,114960.0
10135,United States of America,Bachelor's Degree,3.0,30.0,Woman,99750.0
10139,New Zealand,Bachelor's Degree,1.0,30.0,Man,44723.0
10140,India,Bachelor's Degree,2.0,20.0,Man,13962.0
10145,South Korea,Bachelor's Degree,6.0,30.0,Man,36926.0
10146,New Zealand,Master's Degree,5.0,30.0,Man,70279.0
10148,Taiwan,Master's Degree,10.0,30.0,Man,43084.0
10149,Philippines,Bachelor's Degree,8.0,30.0,Man,21336.0
10153,India,Master's Degree,20.0,50.0,Man,97732.0
10165,United States of America,Doctoral Degree,6.0,40.0,Man,110000.0
10167,United States of America,Bachelor's Degree,20.0,50.0,Man,115000.0
