,Country,EdLevel,YearsCodePro,Age,Gender,Salary
46573,United States of America,Master's Degree,15.0,40.0,Man,130000.0
46578,United States of America,Bachelor's Degree,4.0,30.0,Man,97500.0
46579,Germany,Bachelor's Degree,3.0,20.0,Man,60535.0
46580,Turkey,Bachelor's Degree,11.0,30.0,Man,25644.0
46582,United States of America,Bachelor's Degree,3.0,30.0,Man,70000.0
46584,Romania,Master's Degree,2.0,30.0,Man,31212.0
46585,France,Master's Degree,10.0,30.0,Man,64859.0
46587,Czech Republic,Less than a Bachelor's Degree,13.0,40.0,Man,62352.0
46591,Indonesia,Less than a Bachelor's Degree,3.0,20.0,Man,21072.0
46592,United States of America,Bachelor's Degree,2.0,20.0,Man,80000.0
46593,United States of America,Bachelor's Degree,3.0,30.0,Man,80000.0
46594,Canada,Less than a Bachelor's Degree,10.0,30.0,Man,52942.0
46598,France,Master's Degree,15.0,40.0,Man,71345.0
46599,Germany,Less than a Bachelor's Degree,4.0,20.0,Man,43092.0
46603,United States of America,Less than a Bachelor's Degree,0.5,40.0,Woman,55000.0
46611,Canada,Bachelor's Degree,3.0,30.0,Man,75631.0
46616,United States of America,Master's Degree,8.0,30.0,Man,115000.0
46620,India,Bachelor's Degree,3.0,30.0,Man,13962.0
46621,United States of America,Master's Degree,10.0,40.0,Man,114000.0
46623,United Kingdom of Great Britain and Northern Ireland,Master's Degree,2.0,30.0,Woman,42656.0
46625,United States of America,Doctoral Degree,20.0,40.0,Man,90000.0
46627,United States of America,Master's Degree,13.0,30.0,Man,98000.0
46628,Canada,Master's Degree,10.0,30.0,Man,67879.0
46632,Portugal,Master's Degree,6.0,30.0,Man,70264.0
46633,Mexico,Bachelor's Degree,3.0,30.0,Man,37488.0
46635,Mexico,Less than a Bachelor's Degree,6.0,30.0,Man,72717.0
46636,United States of America,Bachelor's Degree,4.0,20.0,Man,85000.0
46637,Russian Federation,Master's Degree,9.0,30.0,Man,72780.0
46638,United States of America,Bachelor's Degree,30.0,60.0,Man,100000.0
46639,El Salvador,Bachelor's Degree,20.0,40.0,Man,37000.0
46640,Canada,Bachelor's Degree,12.0,40.0,Man,58236.0
46644,Canada,Less than a Bachelor's Degree,12.0,30.0,Man,136136.0
46645,Germany,Bachelor's Degree,6.0,30.0,Man,58373.0
46647,Peru,Less than a Bachelor's Degree,0.5,20.0,Man,15756.0
46648,United States of America,Less than a Bachelor's Degree,25.0,40.0,Man,105000.0
46649,United States of America,Bachelor's Degree,6.0,30.0,Man,78000.0
46650,United States of America,Bachelor's Degree,25.0,50.0,Man,130000.0
46651,United Kingdom of Great Britain and Northern Ireland,Master's Degree,8.0,30.0,Man,64630.0
46652,United States of America,Bachelor's Degree,7.0,30.0,Man,110000.0
46653,Canada,Bachelor's Degree,6.0,30.0,Man,98321.0
46655,United States of America,Bachelor's Degree,4.0,30.0,Man,80000.0
46658,United States of America,Bachelor's Degree,1.0,30.0,Woman,70000.0
46659,Germany,Bachelor's Degree,7.0,30.0,Man,77831.0
46661,United States of America,Less than a Bachelor's Degree,6.0,40.0,Man,140000.0
46665,Austria,Bachelor's Degree,8.0,30.0,Man,56751.0
46666,Brazil,Bachelor's Degree,7.0,30.0,Man,43980.0
46668,Sweden,Bachelor's Degree,6.0,30.0,Man,50316.0
46673,United States of America,Bachelor's Degree,0.5,40.0,Man,76000.0
46675,Germany,Bachelor's Degree,13.0,30.0,Man,85397.0
46677,France,Master's Degree,22.0,50.0,Man,48644.0
46679,United States of America,Bachelor's Degree,6.0,30.0,Man,83200.0
46683,Canada,Bachelor's Degree,3.0,30.0,Man,69581.0
46685,United Kingdom of Great Britain and Northern Ireland,Bachelor's Degree,2.0,20.0,Man,62045.0
46686,United States of America,Bachelor's Degree,4.0,40.0,Man,50000.0
46687,United Kingdom of Great Britain and Northern Ireland,Bachelor's Degree,19.0,40.0,Man,122796.0
46688,Italy,Less than a Bachelor's Degree,5.0,30.0,Man,32429.0
46692,Canada,Bachelor's Degree,32.0,50.0,Man,94539.0
46693,Belarus,Bachelor's Degree,2.0,30.0,Man,15000.0
46697,Canada,Bachelor's Degree,3.0,30.0,Man,41597.0
46700,Spain,Bachelor's Degree,7.0,30.0,Man,46482.0
46711,United States of America,Bachelor's Degree,0.5,30.0,Man,60000.0
46715,Singapore,Bachelor's Degree,10.0,40.0,Man,25812.0
46717,United States of America,Bachelor's Degree,5.0,30.0,Man,110000.0
46719,United Kingdom of Great Britain and Northern Ireland,Doctoral Degree,4.0,30.0,Man,41363.0
46722,Ethiopia,Bachelor's Degree,12.0,30.0,Man,24396.0
46723,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor's Degree,0.5,20.0,Man,24172.0
46730,India,Master's Degree,5.0,30.0,Man,44678.0
46732,United States of America,Bachelor's Degree,0.5,20.0,Man,50000.0
46733,Canada,Less than a Bachelor's Degree,15.0,40.0,Man,79413.0
46735,United Kingdom of Great Britain and Northern Ireland,Doctoral Degree,21.0,50.0,Man,64630.0
46736,United States of America,Bachelor's Degree,5.0,40.0,Man,72000.0
46740,United States of America,Bachelor's Degree,2.0,20.0,Man,130000.0
46741,Russian Federation,Master's Degree,10.0,40.0,Man,35856.0
46747,Spain,Bachelor's Degree,17.0,40.0,Man,54049.0
46749,Canada,Less than a Bachelor's Degree,0.5,20.0,Man,45250.0
46750,United States of America,Bachelor's Degree,11.0,30.0,Man,50000.0
46751,Norway,Master's Degree,18.0,50.0,Man,86316.0
46754,United States of America,Bachelor's Degree,2.0,30.0,Man,85950.0
46757,Norway,Bachelor's Degree,14.0,40.0,Man,83744.0
46761,United States of America,Bachelor's Degree,3.0,30.0,Man,98000.0
46766,India,Bachelor's Degree,5.0,30.0,Man,14660.0
46774,United States of America,Bachelor's Degree,10.0,30.0,Man,105000.0
46777,South Africa,Less than a Bachelor's Degree,15.0,40.0,Man,72048.0
46778,Belarus,Bachelor's Degree,12.0,40.0,Man,38124.0
46783,Netherlands,Doctoral Degree,4.0,30.0,Man,25944.0
46784,United States of America,Bachelor's Degree,3.0,30.0,Man,140000.0
46785,United States of America,Less than a Bachelor's Degree,3.0,30.0,Man,90000.0
46786,Germany,Master's Degree,3.0,40.0,Man,108098.0
46792,United Kingdom of Great Britain and Northern Ireland,Bachelor's Degree,4.0,20.0,Man,67861.0
46794,Ukraine,Bachelor's Degree,5.0,30.0,Man,39144.0
46795,Russian Federation,Bachelor's Degree,10.0,40.0,Man,18876.0
46801,United States of America,Bachelor's Degree,4.0,30.0,Man,140000.0
46807,Germany,Master's Degree,15.0,40.0,Man,129718.0
46808,Canada,Bachelor's Degree,5.0,30.0,Man,109665.0
46812,"Iran, Islamic Republic of...",Bachelor's Degree,3.0,30.0,Man,28500.0
46815,United States of America,Bachelor's Degree,3.0,30.0,Man,75000.0
46818,United States of America,Bachelor's Degree,5.0,30.0,Man,110000.0
46819,United States of America,Bachelor's Degree,5.0,30.0,Man,130000.0
46823,India,Bachelor's Degree,1.0,20.0,Man,16754.0
46825,Brazil,Bachelor's Degree,6.0,30.0,Man,26112.0
46826,United States of America,Bachelor's Degree,3.0,30.0,Man,96000.0
46839,Uganda,Bachelor's Degree,5.0,30.0,Man,36000.0
46844,United States of America,Bachelor's Degree,1.0,20.0,Man,80000.0
46851,United Kingdom of Great Britain and Northern Ireland,Bachelor's Degree,25.0,50.0,Man,90482.0
46855,Germany,Master's Degree,3.0,30.0,Man,64859.0
46856,Poland,Less than a Bachelor's Degree,3.0,30.0,Man,36444.0
46857,United States of America,Less than a Bachelor's Degree,12.0,30.0,Man,55000.0
46859,United States of America,Bachelor's Degree,3.0,20.0,Man,96000.0
46860,Malta,Master's Degree,11.0,30.0,Man,54049.0
46866,Bolivia,Bachelor's Degree,15.0,40.0,Man,48000.0
46867,Russian Federation,Master's Degree,4.0,30.0,Man,24540.0
46872,Spain,Doctoral Degree,9.0,40.0,Man,25944.0
46875,India,Bachelor's Degree,10.0,50.0,Man,20105.0
46879,Taiwan,Master's Degree,27.0,50.0,Man,55680.0
46882,France,Less than a Bachelor's Degree,2.0,40.0,Man,22056.0
46886,United States of America,Bachelor's Degree,8.0,30.0,Man,115000.0
46890,Italy,Bachelor's Degree,5.0,30.0,Man,24863.0
46891,Sweden,Master's Degree,14.0,40.0,Man,61366.0
46900,United States of America,Bachelor's Degree,10.0,40.0,Man,95000.0
46928,Finland,Less than a Bachelor's Degree,35.0,50.0,Man,64860.0
46935,Germany,Master's Degree,12.0,30.0,Man,70264.0
46939,Canada,Less than a Bachelor's Degree,2.0,20.0,Man,56723.0
46940,United States of America,Less than a Bachelor's Degree,3.0,20.0,Man,98000.0
46955,Russian Federation,Master's Degree,10.0,40.0,Man,47184.0
46958,United States of America,Less than a Bachelor's Degree,36.0,60.0,Man,102372.0
46959,United States of America,Bachelor's Degree,0.5,20.0,Man,71800.0
46962,Germany,Bachelor's Degree,16.0,40.0,Man,81074.0
46964,United States of America,Less than a Bachelor's Degree,1.0,30.0,Man,62400.0
46965,Costa Rica,Master's Degree,12.0,30.0,Man,96000.0
46970,India,Master's Degree,3.0,30.0,Man,34904.0
46972,United States of America,Bachelor's Degree,4.0,20.0,Man,100000.0
46973,Canada,Master's Degree,9.0,30.0,Woman,83194.0
46977,Germany,Master's Degree,18.0,40.0,Woman,88640.0
46979,United Kingdom of Great Britain and Northern Ireland,Bachelor's Degree,12.0,30.0,Man,109871.0
46984,United States of America,Less than a Bachelor's Degree,10.0,30.0,Man,60000.0
46988,United States of America,Bachelor's Degree,2.0,30.0,Man,75000.0
46991,Belgium,Master's Degree,4.0,30.0,Man,45396.0
46994,Poland,Master's Degree,11.0,40.0,Man,60744.0
46995,United States of America,Bachelor's Degree,1.0,30.0,Man,130000.0
46998,Mexico,Bachelor's Degree,12.0,30.0,Man,54948.0
47001,Ukraine,Master's Degree,5.0,30.0,Man,46200.0
47002,Austria,Master's Degree,8.0,30.0,Man,60535.0
47005,United States of America,Bachelor's Degree,4.0,20.0,Man,53000.0
47007,Russian Federation,Less than a Bachelor's Degree,3.0,30.0,Man,18873.0
47008,Spain,Bachelor's Degree,27.0,50.0,Man,91883.0
47011,Canada,Less than a Bachelor's Degree,12.0,40.0,Man,49160.0
47013,Canada,Bachelor's Degree,14.0,30.0,Man,113447.0
47015,United States of America,Bachelor's Degree,13.0,40.0,Man,123000.0
47018,Poland,Bachelor's Degree,7.0,40.0,Man,43632.0
47021,Germany,Bachelor's Degree,5.0,30.0,Man,54480.0
47024,United States of America,Bachelor's Degree,41.0,65.0,Man,135000.0
47027,United States of America,Bachelor's Degree,26.0,50.0,Man,85000.0
47028,Ukraine,Master's Degree,5.0,30.0,Man,50400.0
47034,Canada,Bachelor's Degree,4.0,30.0,Man,49160.0
47038,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor's Degree,26.0,40.0,Man,45241.0
47041,United States of America,Bachelor's Degree,8.0,30.0,Man,140000.0
47043,Brazil,Less than a Bachelor's Degree,8.0,40.0,Man,15119.0
47046,Canada,Bachelor's Degree,12.0,40.0,Man,92568.0
47049,"Iran, Islamic Republic of...",Less than a Bachelor's Degree,4.0,30.0,Man,38472.0
47050,United States of America,Less than a Bachelor's Degree,10.0,40.0,Man,75000.0
47058,United States of America,Master's Degree,15.0,40.0,Man,111111.0
47062,Germany,Master's Degree,1.0,30.0,Man,51887.0
47063,Greece,Less than a Bachelor's Degree,19.0,50.0,Man,43584.0
47069,Uruguay,Less than a Bachelor's Degree,3.0,30.0,Man,36000.0
47070,France,Master's Degree,12.0,40.0,Man,64859.0
47076,Brazil,Bachelor's Degree,3.0,20.0,Man,13740.0
47077,Netherlands,Master's Degree,14.0,30.0,Man,54049.0
47078,Sweden,Bachelor's Degree,15.0,40.0,Man,108000.0
47080,Poland,Less than a Bachelor's Degree,7.0,30.0,Man,27336.0
47084,United States of America,Bachelor's Degree,3.0,30.0,Man,107000.0
47088,Canada,Master's Degree,7.0,30.0,Man,83194.0
47094,United States of America,Master's Degree,7.0,30.0,Man,139050.0
47097,United States of America,Bachelor's Degree,1.0,20.0,Man,48000.0
47098,Spain,Bachelor's Degree,2.0,30.0,Woman,19458.0
47099,Poland,Less than a Bachelor's Degree,7.0,30.0,Man,48600.0
47101,Sweden,Bachelor's Degree,0.5,20.0,Man,42588.0
47102,Iceland,Less than a Bachelor's Degree,16.0,40.0,Man,65844.0
47103,Lebanon,Bachelor's Degree,5.0,30.0,Woman,21600.0
47104,United States of America,Bachelor's Degree,0.5,30.0,Man,45000.0
47107,Finland,Bachelor's Degree,2.0,20.0,Man,60972.0
47108,India,Bachelor's Degree,4.0,30.0,Man,21361.0
47110,United States of America,Less than a Bachelor's Degree,7.0,40.0,Man,97000.0
47112,Norway,Bachelor's Degree,3.0,30.0,Man,48553.0
47115,Canada,Less than a Bachelor's Degree,5.0,30.0,Man,41597.0
47117,United States of America,Bachelor's Degree,2.0,20.0,Man,80000.0
47122,United States of America,Less than a Bachelor's Degree,12.0,40.0,Man,88000.0
47123,United States of America,Master's Degree,3.0,30.0,Man,80000.0
47124,Sweden,Less than a Bachelor's Degree,15.0,40.0,Man,58548.0
47126,Canada,Bachelor's Degree,4.0,30.0,Man,105884.0
47128,United States of America,Bachelor's Degree,6.0,40.0,Man,63000.0
47131,United States of America,Bachelor's Degree,4.0,20.0,Man,87500.0
47133,Canada,Master's Degree,21.0,40.0,Man,77144.0
47134,United States of America,Bachelor's Degree,3.0,20.0,Man,36400.0
47135,Serbia,Master's Degree,4.0,30.0,Man,57072.0
47141,United States of America,Bachelor's Degree,3.0,30.0,Woman,78000.0
47142,Hungary,Master's Degree,8.0,30.0,Man,32712.0
47145,Mexico,Less than a Bachelor's Degree,3.0,30.0,Man,35556.0
47148,Poland,Master's Degree,5.0,30.0,Man,63792.0
47149,Netherlands,Bachelor's Degree,13.0,40.0,Man,64859.0
47154,United States of America,Less than a Bachelor's Degree,1.0,30.0,Woman,75000.0
47156,United States of America,Master's Degree,26.0,50.0,Man,121200.0
47158,Finland,Master's Degree,7.0,30.0,Man,77832.0
47159,Mexico,Less than a Bachelor's Degree,15.0,30.0,Man,54948.0
47161,Uruguay,Master's Degree,21.0,40.0,Man,94572.0
47162,Sweden,Bachelor's Degree,15.0,40.0,Man,79776.0
47163,Chile,Master's Degree,9.0,40.0,Man,37632.0
47170,France,Bachelor's Degree,4.0,30.0,Man,34018.0
47171,United States of America,Bachelor's Degree,18.0,40.0,Man,140000.0
47172,United States of America,Less than a Bachelor's Degree,10.0,30.0,Man,68000.0
47175,Poland,Bachelor's Degree,16.0,40.0,Man,115428.0
47176,Poland,Less than a Bachelor's Degree,6.0,20.0,Man,15792.0
47180,United States of America,Bachelor's Degree,15.0,40.0,Man,100000.0
47181,Hungary,Master's Degree,6.0,30.0,Man,15396.0
47185,United States of America,Less than a Bachelor's Degree,4.0,30.0,Man,125000.0
47187,Norway,Less than a Bachelor's Degree,4.0,30.0,Man,61500.0
47188,United States of America,Bachelor's Degree,7.0,30.0,Man,113000.0
47191,Canada,Master's Degree,0.5,30.0,Man,100000.0
47193,United States of America,Less than a Bachelor's Degree,9.0,30.0,Man,120000.0
47194,Romania,Bachelor's Degree,13.0,30.0,Man,116748.0
47199,Spain,Less than a Bachelor's Degree,15.0,40.0,Man,39996.0
47201,New Zealand,Bachelor's Degree,5.0,30.0,Man,34245.0
47204,Romania,Bachelor's Degree,6.0,30.0,Man,43428.0
47212,Germany,Master's Degree,4.0,30.0,Man,58368.0
47215,Saudi Arabia,Master's Degree,13.0,40.0,Man,60792.0
47216,United States of America,Bachelor's Degree,3.0,20.0,Man,60000.0
47220,United States of America,Master's Degree,0.5,30.0,Man,85000.0
47221,Ukraine,Master's Degree,15.0,40.0,Man,66000.0
47223,Colombia,Doctoral Degree,11.0,30.0,Man,28427.0
47225,Spain,Doctoral Degree,3.0,40.0,Man,17404.0
47226,United States of America,Bachelor's Degree,8.0,30.0,Man,118000.0
47228,United States of America,Doctoral Degree,14.0,60.0,Man,58000.0
47231,Poland,Master's Degree,13.0,30.0,Man,48600.0
47233,France,Master's Degree,7.0,30.0,Man,51887.0
47234,Ukraine,Bachelor's Degree,8.0,30.0,Man,68208.0
47237,Sweden,Bachelor's Degree,5.0,30.0,Woman,49092.0
47240,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor's Degree,4.0,40.0,Man,62040.0
47242,Germany,Master's Degree,16.0,30.0,Man,60535.0
47243,Argentina,Bachelor's Degree,3.0,20.0,Man,32400.0
47244,Netherlands,Bachelor's Degree,21.0,40.0,Man,66804.0
47246,Canada,Bachelor's Degree,25.0,50.0,Man,86976.0
47248,United States of America,Bachelor's Degree,3.0,30.0,Man,75000.0
47253,India,Bachelor's Degree,6.0,30.0,Man,16752.0
47257,Poland,Master's Degree,3.0,20.0,Man,36444.0
47260,United States of America,Doctoral Degree,6.0,30.0,Man,90000.0
47264,United States of America,Master's Degree,1.0,30.0,Man,105000.0
47265,United States of America,Bachelor's Degree,2.0,30.0,Woman,80000.0
47267,United States of America,Bachelor's Degree,9.0,30.0,Man,135000.0
47275,United States of America,Bachelor's Degree,9.0,30.0,Man,140000.0
47276,Russian Federation,Bachelor's Degree,2.0,30.0,Man,15096.0
47279,United States of America,Less than a Bachelor's Degree,3.0,40.0,Man,130350.0
47280,France,Master's Degree,1.0,20.0,Man,41077.0
47283,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor's Degree,36.0,50.0,Man,58167.0
47285,United States of America,Less than a Bachelor's Degree,32.0,60.0,Man,39000.0
47287,Sweden,Less than a Bachelor's Degree,3.0,30.0,Man,47868.0
47288,Italy,Less than a Bachelor's Degree,3.0,30.0,Man,36324.0
47289,United States of America,Master's Degree,10.0,30.0,Man,48000.0
47290,United States of America,Less than a Bachelor's Degree,4.0,30.0,Man,75000.0
47293,Austria,Less than a Bachelor's Degree,4.0,30.0,Man,45396.0
47294,United States of America,Bachelor's Degree,3.0,20.0,Man,79000.0
47296,Brazil,Less than a Bachelor's Degree,5.0,30.0,Man,35736.0
47301,Brazil,Bachelor's Degree,14.0,30.0,Man,15948.0
47303,Brazil,Less than a Bachelor's Degree,3.0,30.0,Man,16488.0
47304,Turkey,Less than a Bachelor's Degree,13.0,40.0,Man,14796.0
47305,United States of America,Less than a Bachelor's Degree,22.0,40.0,Man,122700.0
47306,India,Bachelor's Degree,5.0,30.0,Man,25690.0
47307,Canada,Less than a Bachelor's Degree,9.0,30.0,Man,52942.0
47312,Germany,Bachelor's Degree,3.0,30.0,Man,57072.0
47313,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor's Degree,2.0,20.0,Woman,30252.0
47314,United States of America,Bachelor's Degree,5.0,30.0,Man,82000.0
47315,United States of America,Bachelor's Degree,15.0,65.0,Man,40000.0
47317,Netherlands,Master's Degree,9.0,30.0,Man,64859.0
47318,United States of America,Bachelor's Degree,2.0,30.0,Man,45000.0
47320,Canada,Less than a Bachelor's Degree,5.0,40.0,Man,49160.0
47321,India,Bachelor's Degree,12.0,30.0,Man,90751.0
47325,Norway,Master's Degree,15.0,40.0,Man,118685.0
47328,Germany,Master's Degree,15.0,40.0,Man,95126.0
47330,Norway,Bachelor's Degree,0.5,30.0,Man,75527.0
47335,United States of America,Bachelor's Degree,4.0,40.0,Man,80000.0
47337,United States of America,Bachelor's Degree,4.0,30.0,Man,130000.0
47341,United States of America,Bachelor's Degree,25.0,50.0,Man,90000.0
47342,Russian Federation,Master's Degree,10.0,30.0,Man,47184.0
47346,United States of America,Bachelor's Degree,6.0,30.0,Man,110000.0
47350,Germany,Master's Degree,6.0,30.0,Man,54049.0
47354,Romania,Master's Degree,1.0,20.0,Man,14388.0
47356,United States of America,Bachelor's Degree,6.0,30.0,Man,63000.0
47358,Ukraine,Master's Degree,17.0,40.0,Man,48936.0
47360,Brazil,Less than a Bachelor's Degree,5.0,20.0,Man,13740.0
47364,Panama,Less than a Bachelor's Degree,4.0,20.0,Man,15600.0
47365,Germany,Less than a Bachelor's Degree,23.0,60.0,Man,60324.0
47367,Belgium,Bachelor's Degree,2.0,30.0,Man,34584.0
47368,United States of America,Bachelor's Degree,9.0,40.0,Man,125000.0
47372,United States of America,Bachelor's Degree,0.5,30.0,Man,70000.0
47374,Ukraine,Master's Degree,12.0,30.0,Man,84000.0
47376,Italy,Master's Degree,0.5,20.0,Man,27025.0
47378,Italy,Master's Degree,19.0,50.0,Man,48644.0
47380,Canada,Master's Degree,6.0,30.0,Man,52942.0
47381,Argentina,Less than a Bachelor's Degree,15.0,40.0,Man,42816.0
47386,United States of America,Bachelor's Degree,36.0,50.0,Man,70000.0
47387,Spain,Bachelor's Degree,12.0,40.0,Man,75669.0
47390,Russian Federation,Doctoral Degree,15.0,40.0,Man,45300.0
47393,Netherlands,Bachelor's Degree,2.0,20.0,Man,45396.0
47399,Chile,Doctoral Degree,9.0,30.0,Man,31608.0
47400,United States of America,Master's Degree,3.0,40.0,Woman,125000.0
47402,United States of America,Bachelor's Degree,3.0,30.0,Man,37500.0
47404,Germany,Master's Degree,6.0,30.0,Man,69183.0
47405,United Kingdom of Great Britain and Northern Ireland,Bachelor's Degree,14.0,50.0,Man,122796.0
47407,Spain,Master's Degree,25.0,50.0,Man,43239.0
47408,Canada,Bachelor's Degree,1.0,20.0,Man,42354.0
47409,Canada,Less than a Bachelor's Degree,32.0,60.0,Man,88489.0
47411,Brazil,Less than a Bachelor's Degree,11.0,40.0,Man,103081.0
47415,Brazil,Bachelor's Degree,7.0,30.0,Man,41232.0
47416,United States of America,Master's Degree,10.0,40.0,Man,87500.0
47420,United States of America,Bachelor's Degree,1.0,20.0,Man,140000.0
47421,United States of America,Bachelor's Degree,4.0,30.0,Man,100000.0
47423,Canada,Master's Degree,16.0,40.0,Man,94539.0
47425,United States of America,Less than a Bachelor's Degree,2.0,30.0,Woman,115500.0
47426,Sweden,Master's Degree,19.0,40.0,Man,65052.0
47427,United States of America,Bachelor's Degree,4.0,30.0,Man,130000.0
47429,Chile,Bachelor's Degree,14.0,40.0,Man,52680.0
47431,United States of America,Bachelor's Degree,8.0,40.0,Man,93000.0
47432,Brazil,Bachelor's Degree,6.0,30.0,Man,31608.0
47437,Spain,Bachelor's Degree,4.0,30.0,Man,41618.0
47441,United States of America,Less than a Bachelor's Degree,2.0,30.0,Woman,94000.0
47443,United States of America,Bachelor's Degree,5.0,30.0,Man,120000.0
47445,United States of America,Bachelor's Degree,11.0,50.0,Man,75000.0
47449,Costa Rica,Bachelor's Degree,0.5,30.0,Man,18000.0
47454,Sweden,Master's Degree,2.0,30.0,Man,52869.0
47456,Georgia,Less than a Bachelor's Degree,11.0,40.0,Man,100000.0
47457,United States of America,Bachelor's Degree,2.0,20.0,Man,80000.0
47458,Canada,Bachelor's Degree,7.0,30.0,Man,90758.0
47460,United States of America,Less than a Bachelor's Degree,4.0,30.0,Man,120000.0
47461,United States of America,Bachelor's Degree,10.0,30.0,Man,130000.0
47463,United States of America,Master's Degree,9.0,30.0,Man,135000.0
47467,United States of America,Bachelor's Degree,1.0,20.0,Man,135996.0
47471,United States of America,Less than a Bachelor's Degree,30.0,50.0,Man,135000.0
47475,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor's Degree,16.0,40.0,Man,71093.0
47476,Spain,Master's Degree,13.0,40.0,Man,75669.0
47480,United Kingdom of Great Britain and Northern Ireland,Bachelor's Degree,17.0,40.0,Man,82212.0
47481,Bangladesh,Bachelor's Degree,3.0,30.0,Man,14124.0
47486,United States of America,Doctoral Degree,7.0,40.0,Man,138500.0
47488,Austria,Bachelor's Degree,17.0,40.0,Man,75669.0
47489,United Kingdom of Great Britain and Northern Ireland,Doctoral Degree,4.0,40.0,Man,64630.0
47494,United States of America,Bachelor's Degree,1.0,40.0,Woman,140000.0
47496,Poland,Master's Degree,16.0,40.0,Man,30372.0
47498,United States of America,Less than a Bachelor's Degree,3.0,30.0,Man,45000.0
47499,United States of America,Bachelor's Degree,2.0,20.0,Man,108000.0
47503,Brazil,Less than a Bachelor's Degree,12.0,30.0,Man,34632.0
47504,Mexico,Bachelor's Degree,2.0,20.0,Man,22620.0
47505,Brazil,Bachelor's Degree,4.0,30.0,Man,34632.0
47506,Brazil,Doctoral Degree,18.0,40.0,Man,87960.0
47507,United States of America,Less than a Bachelor's Degree,5.0,30.0,Man,90000.0
47508,Sweden,Bachelor's Degree,17.0,40.0,Man,39276.0
47514,United States of America,Bachelor's Degree,11.0,40.0,Man,120000.0
47516,Canada,Master's Degree,4.0,30.0,Man,121010.0
47523,United States of America,Bachelor's Degree,4.0,30.0,Man,71000.0
47525,United States of America,Less than a Bachelor's Degree,2.0,20.0,Man,40000.0
47526,New Zealand,Bachelor's Degree,30.0,50.0,Man,76668.0
47528,Nicaragua,Less than a Bachelor's Degree,9.0,30.0,Man,36000.0
47535,Canada,Master's Degree,7.0,30.0,Man,117229.0
47537,Russian Federation,Master's Degree,20.0,40.0,Man,52848.0
47544,Russian Federation,Bachelor's Degree,11.0,40.0,Man,49068.0
47545,United States of America,Bachelor's Degree,8.0,30.0,Man,115000.0
47549,United Kingdom of Great Britain and Northern Ireland,Bachelor's Degree,3.0,40.0,Man,36193.0
47550,Czech Republic,Master's Degree,14.0,40.0,Man,62352.0
47553,United States of America,Bachelor's Degree,0.5,20.0,Woman,85000.0
47554,United States of America,Master's Degree,18.0,50.0,Man,100000.0
47562,Canada,Bachelor's Degree,2.0,30.0,Man,45379.0
47566,Brazil,Bachelor's Degree,11.0,30.0,Man,48104.0
47567,India,Bachelor's Degree,2.0,20.0,Woman,15358.0
47570,Brazil,Bachelor's Degree,5.0,20.0,Man,54977.0
47572,United States of America,Master's Degree,18.0,40.0,Man,135000.0
47576,Colombia,Bachelor's Degree,5.0,30.0,Man,38844.0
47577,South Africa,Bachelor's Degree,5.0,30.0,Man,80059.0
47579,Colombia,Doctoral Degree,14.0,40.0,Man,42372.0
47580,Netherlands,Doctoral Degree,7.0,30.0,Man,77832.0
47581,Colombia,Bachelor's Degree,9.0,30.0,Man,63564.0
47584,United States of America,Bachelor's Degree,6.0,30.0,Man,100000.0
47585,Australia,Bachelor's Degree,27.0,50.0,Man,73491.0
47588,United States of America,Less than a Bachelor's Degree,3.0,40.0,Man,140000.0
47592,United States of America,Bachelor's Degree,12.0,30.0,Man,120000.0
47598,United States of America,Bachelor's Degree,1.0,30.0,Man,125000.0
47608,United States of America,Bachelor's Degree,15.0,40.0,Man,120000.0
47612,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor's Degree,27.0,40.0,Man,58167.0
47614,United States of America,Master's Degree,37.0,60.0,Man,125000.0
47616,Spain,Bachelor's Degree,3.0,30.0,Man,32429.0
47617,Canada,Bachelor's Degree,13.0,30.0,Man,98321.0
47621,Canada,Less than a Bachelor's Degree,12.0,40.0,Man,71093.0
47626,China,Less than a Bachelor's Degree,9.0,30.0,Man,85740.0
47632,Canada,Bachelor's Degree,0.5,30.0,Man,73362.0
47633,Brazil,Bachelor's Degree,9.0,30.0,Man,123696.0
47634,New Zealand,Bachelor's Degree,5.0,30.0,Man,70279.0
47635,United States of America,Bachelor's Degree,15.0,40.0,Man,100000.0
47637,Germany,Bachelor's Degree,0.5,30.0,Man,19452.0
47638,Canada,Less than a Bachelor's Degree,3.0,30.0,Woman,45379.0
47639,Italy,Less than a Bachelor's Degree,3.0,20.0,Man,21620.0
47640,New Zealand,Bachelor's Degree,13.0,40.0,Man,73473.0
47641,Portugal,Master's Degree,4.0,30.0,Man,22701.0
47649,United States of America,Master's Degree,4.0,30.0,Man,71000.0
47663,United States of America,Master's Degree,5.0,40.0,Man,110000.0
47666,Australia,Bachelor's Degree,21.0,40.0,Man,94870.0
47668,New Zealand,Bachelor's Degree,26.0,50.0,Man,54945.0
